respondent_id,date,region,age_group,gender,education,Q1,Q1_text,Q2,Q2_text,Q3,Q3_text,Q4,Q4_text,month,month_name,week
R0138,2024-04-13,South,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,15
R0139,2024-03-03,West,45-54,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,3,Mar,9
R0140,2024-06-11,West,18-24,Female,High School,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,24
R0141,2024-02-07,West,35-44,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,6
R0142,2024-05-24,North,55+,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,21
R0143,2024-02-08,East,25-34,Female,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,6
R0144,2024-01-10,East,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,1,Jan,2
R0145,2024-05-21,Central,25-34,Female,Bachelor's,Go,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,5,May,21
R0146,2024-01-16,East,18-24,Female,Bachelor's,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,,Which cloud platform do you use most?,1,Jan,3
R0147,2024-04-22,North,25-34,Male,Master's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,4,Apr,17
R0148,2024-06-10,South,35-44,Female,High School,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,24
R0149,2024-02-08,South,35-44,Female,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,6
R0150,2024-01-22,Central,35-44,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,1,Jan,4
R0151,2024-05-14,West,35-44,Female,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,20
R0152,2024-02-19,South,55+,Male,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,2,Feb,8
R0153,2024-01-10,North,35-44,Female,PhD,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,2
R0154,2024-02-12,North,18-24,Female,Master's,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,7
R0155,2024-02-29,Central,25-34,Female,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,9
R0156,2024-04-28,West,25-34,Non-binary,Other,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,17
R0157,2024-01-14,North,18-24,Female,PhD,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,2
R0158,2024-03-10,West,45-54,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,10
R0159,2024-04-16,Central,35-44,Female,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,4,Apr,16
R0160,2024-06-15,South,18-24,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,6,Jun,24
R0161,2024-06-06,East,45-54,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,23
R0162,2024-03-14,East,35-44,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,11
R0163,2024-05-17,East,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,20
R0164,2024-06-19,South,25-34,Male,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,6,Jun,25
R0165,2024-04-30,East,35-44,Female,High School,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,18
R0166,2024-01-27,South,18-24,Male,Master's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,4
R0167,2024-04-28,East,35-44,Male,Master's,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,17
R0168,2024-02-21,West,55+,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,8
R0169,2024-03-14,West,25-34,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,11
R0170,2024-04-08,North,25-34,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,15
R0171,2024-04-20,West,18-24,Male,Bachelor's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,16
R0172,2024-04-19,North,35-44,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,16
R0173,2024-01-15,Central,25-34,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,1,Jan,3
R0174,2024-04-22,West,55+,Male,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,17
R0175,2024-04-04,South,25-34,Female,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,14
R0176,2024-02-17,South,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,7
R0177,2024-05-05,South,25-34,Prefer not to say,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,18
R0178,2024-03-22,West,55+,Female,Other,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,12
R0179,2024-02-14,South,18-24,Female,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,7
R0180,2024-04-04,North,35-44,Male,Master's,Java,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,4,Apr,14
R0181,2024-04-15,North,25-34,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,4,Apr,16
R0182,2024-05-21,East,25-34,Female,Bachelor's,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,21
R0183,2024-02-12,Central,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,2,Feb,7
R0184,2024-05-21,East,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,21
R0185,2024-06-08,East,25-34,Female,Bachelor's,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,23
R0186,2024-05-27,West,18-24,Male,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,22
R0187,2024-03-18,North,45-54,Female,Master's,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,12
R0188,2024-02-22,North,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,8
R0189,2024-05-11,Central,25-34,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,19
R0190,2024-06-06,North,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,23
R0191,2024-05-11,Central,35-44,Male,Bachelor's,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,19
R0192,2024-01-13,South,25-34,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,2
R0193,2024-03-08,East,25-34,Female,Bachelor's,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,10
R0194,2024-05-09,East,18-24,Female,High School,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,19
R0195,2024-03-27,East,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,13
R0196,2024-05-01,South,18-24,Male,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,18
R0197,2024-03-17,Central,25-34,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,11
R0198,2024-01-29,East,25-34,Male,Bachelor's,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,1,Jan,5
R0199,2024-05-28,West,18-24,Male,Other,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,22
R0200,2024-06-23,East,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,25
R0201,2024-05-08,South,25-34,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,19
R0202,2024-06-18,North,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,25
R0203,2024-06-23,East,25-34,Female,PhD,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,25
R0204,2024-03-17,North,25-34,Male,Other,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,11
R0205,2024-03-14,East,25-34,Female,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,3,Mar,11
R0206,2024-03-14,West,55+,Female,Bachelor's,Go,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,11
R0207,2024-05-23,West,18-24,Female,Bachelor's,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,21
R0208,2024-01-14,North,35-44,Female,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,1,Jan,2
R0209,2024-06-16,North,55+,Non-binary,Bachelor's,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,24
R0210,2024-01-23,Central,25-34,Female,PhD,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,1,Jan,4
R0211,2024-01-10,North,45-54,Male,Master's,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,1,Jan,2
R0212,2024-05-25,Central,45-54,Female,High School,C++,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,21
R0213,2024-05-09,East,25-34,Female,Bachelor's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,19
R0214,2024-03-16,East,18-24,Male,Master's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,3,Mar,11
R0215,2024-06-20,Central,35-44,Female,High School,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,6,Jun,25
R0216,2024-03-25,North,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,13
R0217,2024-04-13,West,18-24,Male,Bachelor's,C++,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,15
R0218,2024-02-26,West,25-34,Non-binary,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,9
R0219,2024-05-17,East,25-34,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,20
R0220,2024-04-02,East,35-44,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,14
R0221,2024-05-13,East,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,20
R0222,2024-04-16,Central,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,16
R0223,2024-05-28,West,25-34,Female,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,22
R0224,2024-03-14,North,45-54,Prefer not to say,Bachelor's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,3,Mar,11
R0225,2024-04-06,East,25-34,Prefer not to say,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,14
R0226,2024-05-15,West,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,20
R0227,2024-04-07,Central,25-34,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,14
R0228,2024-04-17,Central,35-44,Male,Master's,C++,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,16
R0229,2024-01-13,North,25-34,Male,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,2
R0230,2024-02-29,West,35-44,Male,Other,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,9
R0231,2024-06-18,West,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,25
R0232,2024-05-22,East,35-44,Male,Master's,Java,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,21
R0233,2024-04-06,West,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,14
R0234,2024-04-15,Central,18-24,Male,High School,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,16
R0235,2024-01-24,North,25-34,Female,Master's,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,4
R0236,2024-05-30,East,18-24,Male,Master's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,5,May,22
R0237,2024-01-31,South,55+,Male,PhD,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,1,Jan,5
R0238,2024-03-13,West,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,11
R0239,2024-04-30,East,25-34,Male,Other,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,18
R0240,2024-05-21,North,45-54,Female,High School,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,21
R0241,2024-06-16,South,25-34,Female,Bachelor's,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,24
R0242,2024-03-31,West,35-44,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,3,Mar,13
R0243,2024-01-20,East,25-34,Male,High School,Go,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,3
R0244,2024-05-09,West,18-24,Female,High School,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,5,May,19
R0245,2024-04-15,Central,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,4,Apr,16
R0246,2024-02-15,North,35-44,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,7
R0247,2024-04-05,East,35-44,Male,Bachelor's,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,14
R0248,2024-06-15,South,35-44,Male,Other,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,24
R0249,2024-04-21,North,18-24,Male,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,,Which cloud platform do you use most?,4,Apr,16
R0250,2024-06-26,Central,45-54,Male,PhD,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,26
R0251,2024-03-21,Central,45-54,Female,High School,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,3,Mar,12
R0252,2024-05-25,West,45-54,Male,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,21
R0253,2024-05-08,West,18-24,Prefer not to say,Master's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,19
R0254,2024-03-24,North,25-34,Female,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,12
R0255,2024-06-18,South,55+,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,25
R0256,2024-02-09,North,18-24,Male,Master's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,6
R0257,2024-02-17,South,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,7
R0258,2024-04-08,North,25-34,Female,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,15
R0259,2024-06-24,East,55+,Male,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,26
R0260,2024-01-20,North,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,3
R0261,2024-04-11,East,25-34,Male,High School,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,15
R0262,2024-02-04,South,35-44,Female,Other,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,5
R0263,2024-06-11,North,25-34,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,24
R0264,2024-05-31,West,25-34,Male,Master's,Go,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,22
R0265,2024-06-26,West,55+,Male,Master's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,26
R0266,2024-04-18,North,25-34,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,16
R0267,2024-05-19,South,25-34,Female,Master's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,20
R0268,2024-06-19,East,45-54,Male,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,6,Jun,25
R0269,2024-04-20,West,25-34,Female,Other,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,16
R0270,2024-04-28,East,35-44,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,17
R0271,2024-01-30,North,18-24,Male,Other,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,5
R0272,2024-06-27,West,25-34,Male,High School,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,26
R0273,2024-03-03,North,25-34,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,9
R0274,2024-06-17,East,35-44,Female,Bachelor's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,25
R0275,2024-01-17,East,25-34,Female,Bachelor's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,3
